step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm,compliance_error
3087532032,1788931.2,-0.001063,0.085743,0.000684,-0.296875,0.0,0.9494,0.9147,0.00181,0.002188,0.002327,2.265661,7.396747,0.00012577
3088318464,1778694.5,0.007842,0.093603,0.00067,-0.285156,0.0,0.9496,0.9153,0.001648,0.001899,0.002155,2.344023,7.390499,0.0001201
3089104896,1769155.1,-0.000712,0.073856,0.000647,-0.291016,0.0,0.9498,0.9149,0.001585,0.002143,0.00217,2.138646,7.661873,0.0001366
3089891328,1740178.7,0.005179,0.089945,0.00067,-0.300781,0.0,0.9494,0.9138,0.002031,0.001962,0.002168,2.145662,7.61171,0.00014225
3090677760,1731164.0,0.000191,0.074792,0.000656,-0.302734,0.0,0.9495,0.9133,0.001743,0.001989,0.002181,2.272903,7.628934,0.00014498
3091464192,1722131.7,-0.001922,0.067846,0.000669,-0.294922,0.0,0.9495,0.9118,0.001542,0.001735,0.002508,2.311123,7.472875,0.00013476
3092250624,1713153.7,-0.006859,0.073512,0.000681,-0.292969,0.0,0.9497,0.911,0.001516,0.001728,0.002137,2.337838,7.472644,0.00013225
3093037056,1685590.8,-0.001263,0.09652,0.000689,-0.298828,0.0,0.95,0.9118,0.001932,0.00184,0.002679,2.149324,7.69707,0.00013835
3093823488,1677021.4,-0.00251,0.066851,0.000687,-0.289062,0.0,0.9503,0.9132,0.001762,0.001572,0.00233,2.155928,7.807567,0.00014296
3094609920,1668609.9,-0.003689,0.073297,0.000708,-0.289062,0.0,0.9509,0.9152,0.001742,0.00166,0.002307,2.187459,7.865368,0.00012766
3095396352,1643462.9,0.005404,0.076959,0.00071,-0.289062,0.0,0.9509,0.9159,0.001375,0.001294,0.001652,2.214979,7.815563,0.00012355
3096182784,1635392.5,0.002995,0.063013,0.000683,-0.289062,0.0,0.9518,0.9177,0.001494,0.001155,0.002023,2.375144,7.831525,0.00013464
3096969216,1627394.4,-0.004459,0.064086,0.000663,-0.292969,0.0,0.9524,0.9176,0.00259,0.001182,0.002188,2.383404,7.816793,0.00012529
3097755648,1619411.8,-0.003275,0.058623,0.000657,-0.300781,0.0,0.9534,0.9192,0.001318,0.000983,0.001544,2.254355,7.872711,0.00012664
3098542080,1596140.0,-0.003108,0.074165,0.000673,-0.304688,0.0,0.9534,0.9184,0.0011,0.001498,0.001568,2.158077,7.697786,0.00013034
3099328512,1588092.7,0.00191,0.069204,0.000681,-0.298828,0.0,0.9538,0.919,0.001967,0.002182,0.002131,2.146683,7.661996,0.00013135
3100114944,1580611.9,-0.003322,0.067234,0.000691,-0.298828,0.0,0.9546,0.9204,0.001606,0.001796,0.001659,2.262534,7.466497,0.00012983
3100901376,1558432.4,-0.001198,0.064093,0.000684,-0.296875,0.0,0.9551,0.921,0.001414,0.001746,0.001709,2.88986,7.272436,0.00012643
3101687808,1551279.4,0.001399,0.071258,0.000627,-0.298828,0.0,0.9552,0.9209,0.001623,0.001906,0.00298,2.211124,7.654246,0.00013577
3102474240,1544192.5,-0.001475,0.07477,0.000659,-0.294922,0.0,0.9556,0.9216,0.0016,0.001751,0.002485,2.138574,7.685785,0.00012737
3103260672,1537160.0,-0.002099,0.070073,0.000661,-0.289062,0.0,0.9555,0.9208,0.001774,0.001866,0.002087,2.18358,7.730485,0.00014044
3104047104,1514358.1,3.6e-05,0.065961,0.000694,-0.292969,0.0,0.9559,0.9214,0.001814,0.00177,0.002194,2.081867,7.395492,0.00013046
3104833536,1507606.0,-0.003154,0.053039,0.000698,-0.287109,0.0,0.9559,0.9212,0.001656,0.001548,0.002545,2.315749,7.510809,0.00013636
3105619968,1500453.3,-0.003245,0.069096,0.000698,-0.287109,0.0,0.9559,0.9208,0.0014,0.001625,0.00229,2.35786,7.510119,0.00012859
3106406400,1492983.8,-0.001292,0.057963,0.000685,-0.287109,0.0,0.9558,0.9217,0.001084,0.001339,0.001875,2.203978,7.877367,0.00013559
3107192832,1472460.0,-0.003742,0.069594,0.0007,-0.298828,0.0,0.9566,0.9242,0.001838,0.002833,0.002757,2.124451,7.769398,0.00014311
3107979264,1466026.9,0.000111,0.05851,0.000717,-0.289062,0.0,0.9572,0.9257,0.001268,0.001787,0.002063,2.222723,7.708157,0.00013101
3108765696,1459660.4,-0.001159,0.098572,0.000711,-0.291016,0.0,0.9578,0.9269,0.001752,0.001844,0.002102,2.283308,7.803314,0.00015154
3109552128,1439138.4,-0.000793,0.058343,0.000719,-0.289062,0.0,0.9585,0.9281,0.001296,0.001701,0.002248,2.308738,7.424885,0.00014271
3110338560,1433038.0,-0.001346,0.067092,0.000685,-0.285156,0.0,0.9593,0.9298,0.001208,0.001746,0.001817,2.22708,7.963473,0.0001345
3111124992,1426985.6,-0.006852,0.052498,0.000675,-0.283203,0.0,0.9593,0.9299,0.001027,0.001741,0.001773,2.229884,8.047077,0.00014364
3111911424,1420706.6,-0.00293,0.055242,0.000682,-0.279297,0.0,0.9593,0.9314,0.001516,0.001527,0.001833,2.248001,8.101439,0.00013599
3112697856,1403098.4,0.004305,0.104581,0.000701,-0.285156,0.0,0.9597,0.9326,0.001461,0.001913,0.002581,2.224849,7.904866,0.00013484
3113484288,1397340.8,-0.00316,0.053561,0.000664,-0.277344,0.0,0.9592,0.9329,0.001398,0.001545,0.001896,2.33477,7.909328,0.0001616
3114270720,1391627.7,-0.003598,0.065001,0.000662,-0.283203,0.0,0.9592,0.9334,0.001663,0.001752,0.002212,2.138963,8.189498,0.00014244
3115057152,1372474.1,-0.002329,0.078645,0.000668,-0.292969,0.0,0.9588,0.9327,0.001834,0.001754,0.002215,2.237857,8.263306,0.00013379
3115843584,1366933.9,-0.004105,0.071754,0.000647,-0.28125,0.0,0.9591,0.9333,0.001744,0.00167,0.002295,2.281445,8.164312,0.00012607
3116630016,1361448.8,0.000275,0.065041,0.000651,-0.283203,0.0,0.9586,0.9328,0.001722,0.001654,0.002114,2.278663,8.190565,0.00013983
